image_path,class_id,true_class,pred_class,confidence,is_correct
/mnt/backups/andycw/M58/Real_all_nobg/M58-Encoder側走行機身/20240417132114.jpg,0,M58-Encoder側走行機身,M58-Encoder側走行機身,0.9976,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Encoder側走行機身/20240417132115.jpg,0,M58-Encoder側走行機身,M58-Encoder側走行機身,0.9996,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Encoder側走行機身/20240417132118.jpg,0,M58-Encoder側走行機身,M58-Encoder側走行機身,0.9997,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Encoder側走行機身/20240417132119.jpg,0,M58-Encoder側走行機身,M58-Encoder側走行機身,0.9996,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Encoder側走行機身/20240417131853.jpg,0,M58-Encoder側走行機身,M58-Encoder側走行機身,0.9329,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Encoder側走行機身/20240417131900.jpg,0,M58-Encoder側走行機身,M58-Encoder側走行機身,0.9991,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Encoder側走行機身/20240417131854.jpg,0,M58-Encoder側走行機身,M58-Encoder側走行機身,0.9879,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Encoder側走行機身/20240417131940.jpg,0,M58-Encoder側走行機身,M58-Encoder側走行機身,0.9999,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Encoder側走行機身/20240417131933.jpg,0,M58-Encoder側走行機身,M58-Encoder側走行機身,1.0000,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Encoder側走行機身/20240417131924.jpg,0,M58-Encoder側走行機身,M58-Encoder側走行機身,0.9943,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Encoder側走行機身/20240417132055.jpg,0,M58-Encoder側走行機身,M58-Encoder側走行機身,0.9688,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Encoder側走行機身/20240417132048.jpg,0,M58-Encoder側走行機身,M58-Encoder側走行機身,0.9932,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Encoder側走行機身/20240417132045.jpg,0,M58-Encoder側走行機身,M58-Encoder側走行機身,0.9841,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Encoder側走行機身/20240417132043.jpg,0,M58-Encoder側走行機身,M58-Encoder側走行機身,0.9909,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Encoder側走行機身/20240417132037.jpg,0,M58-Encoder側走行機身,M58-Encoder側走行機身,0.9787,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Encoder側走行機身/20240417132101.jpg,0,M58-Encoder側走行機身,M58-Encoder側走行機身,0.9999,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Encoder側走行機身/20240417132058.jpg,0,M58-Encoder側走行機身,M58-Encoder側走行機身,0.6974,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Encoder側走行機身/20240417132057.jpg,0,M58-Encoder側走行機身,M58-Encoder側走行機身,0.7217,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位固定片/20240516103754.jpg,1,M58-FORK定位固定片,M58-FORK定位固定片,0.6508,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位固定片/20240516103740.jpg,1,M58-FORK定位固定片,M58-毛刷連接板,0.9279,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位固定片/20240516103733.jpg,1,M58-FORK定位固定片,M58-毛刷連接板,0.9520,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位固定片/20240516103736.jpg,1,M58-FORK定位固定片,M58-毛刷連接板,0.9598,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位固定片/20240516103737.jpg,1,M58-FORK定位固定片,M58-毛刷連接板,0.9622,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位固定片/20240516103847.jpg,1,M58-FORK定位固定片,M58-毛刷連接板,0.6683,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位固定片/20240516103848.jpg,1,M58-FORK定位固定片,M58-毛刷連接板,0.9347,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位固定片/20240516103745.jpg,1,M58-FORK定位固定片,M58-FORK定位固定片,0.7763,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位固定片/20240516103800.jpg,1,M58-FORK定位固定片,M58-FORK定位固定片,0.4839,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位固定片/20240516103813.jpg,1,M58-FORK定位固定片,M58-毛刷連接板,0.3975,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位固定片/20240516103826.jpg,1,M58-FORK定位固定片,M58-電池固定架1,0.3407,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位固定片/20240516103831.jpg,1,M58-FORK定位固定片,M58-毛刷連接板,0.8722,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位固定片/20240516103839.jpg,1,M58-FORK定位固定片,M58-側邊導輪固定板,0.4489,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位固定片/20240516103759.jpg,1,M58-FORK定位固定片,M58-FORK定位固定片,0.5657,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位固定片/20240516103741.jpg,1,M58-FORK定位固定片,M58-毛刷連接板,0.8818,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位檢知片/20240516105202.jpg,2,M58-FORK定位檢知片,M58-擺臂部檢知管,0.3693,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位檢知片/20240516105206.jpg,2,M58-FORK定位檢知片,M58-擺臂部檢知管,0.2489,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位檢知片/20240516105207.jpg,2,M58-FORK定位檢知片,M58-擺臂部檢知管,0.2776,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位檢知片/20240516105212.jpg,2,M58-FORK定位檢知片,M58-乘載板,0.5141,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位檢知片/20240516105215.jpg,2,M58-FORK定位檢知片,M58-擺臂部馬達固定座,0.4483,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位檢知片/20240516105247.jpg,2,M58-FORK定位檢知片,M58-擺臂部檢知管,0.3828,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位檢知片/20240516105257.jpg,2,M58-FORK定位檢知片,M58-擺臂部馬達固定座,0.3039,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位檢知片/20240516105308.jpg,2,M58-FORK定位檢知片,M58-乘載板導條,0.3238,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位檢知片/20240516105313.jpg,2,M58-FORK定位檢知片,M58-毛刷連接板,0.4306,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位檢知片/20240516105317.jpg,2,M58-FORK定位檢知片,M58-擺臂部檢知管,0.2561,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位檢知片/20240516105321.jpg,2,M58-FORK定位檢知片,M58-擺臂部馬達固定座,0.2629,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位檢知片/20240516105342.jpg,2,M58-FORK定位檢知片,M58-擺臂部檢知管,0.3426,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位檢知片/20240516105347.jpg,2,M58-FORK定位檢知片,M58-擺臂部檢知管,0.3956,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位檢知片/20240516105349.jpg,2,M58-FORK定位檢知片,M58-乘載板,0.2771,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK定位檢知片/20240516105350.jpg,2,M58-FORK定位檢知片,M58-乘載板,0.2680,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205058.jpg,3,M58-FORK驅動軸心,M58-拖鏈封蓋,0.6573,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205059.jpg,3,M58-FORK驅動軸心,M58-乘載板導條,0.8607,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205104.jpg,3,M58-FORK驅動軸心,M58-FORK驅動軸心,0.3028,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205106.jpg,3,M58-FORK驅動軸心,M58-乘載板導條,0.3243,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416204853.jpg,3,M58-FORK驅動軸心,M58-拖鏈封蓋,0.5988,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416204901.jpg,3,M58-FORK驅動軸心,M58-FORK驅動軸心,0.4096,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416204903.jpg,3,M58-FORK驅動軸心,M58-FORK驅動軸心,0.9085,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416204918.jpg,3,M58-FORK驅動軸心,M58-封板支撐柱,0.5747,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416204920.jpg,3,M58-FORK驅動軸心,M58-封板支撐柱,0.7105,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416204927.jpg,3,M58-FORK驅動軸心,M58-皮帶支撐片,0.3160,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416204928.jpg,3,M58-FORK驅動軸心,M58-乘載板導條,0.3313,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416204929.jpg,3,M58-FORK驅動軸心,M58-乘載板導條,0.5930,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416204930.jpg,3,M58-FORK驅動軸心,M58-乘載板導條,0.5180,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416204937.jpg,3,M58-FORK驅動軸心,M58-導向輪軸心,0.7565,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416204942.jpg,3,M58-FORK驅動軸心,M58-Encoder側走行機身,0.4357,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205056.jpg,3,M58-FORK驅動軸心,M58-FORK驅動軸心,0.4187,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416204841.jpg,3,M58-FORK驅動軸心,M58-拖鏈封蓋,0.3707,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416204843.jpg,3,M58-FORK驅動軸心,M58-拖鏈封蓋,0.9347,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416204844.jpg,3,M58-FORK驅動軸心,M58-拖鏈封蓋,0.7389,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416204851.jpg,3,M58-FORK驅動軸心,M58-FORK驅動軸心,0.6682,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205020.jpg,3,M58-FORK驅動軸心,M58-拖鏈封蓋,0.4985,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205021.jpg,3,M58-FORK驅動軸心,M58-拖鏈封蓋,0.2443,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205023.jpg,3,M58-FORK驅動軸心,M58-拖鏈封蓋,0.6317,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205027.jpg,3,M58-FORK驅動軸心,M58-FORK驅動軸心,0.3427,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205028.jpg,3,M58-FORK驅動軸心,M58-FORK驅動軸心,0.3898,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205030.jpg,3,M58-FORK驅動軸心,M58-擺臂部軸心,0.2791,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205036.jpg,3,M58-FORK驅動軸心,M58-乘載板導條,0.9679,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205038.jpg,3,M58-FORK驅動軸心,M58-乘載板導條,0.8248,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205046.jpg,3,M58-FORK驅動軸心,M58-乘載板導條,0.8818,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205048.jpg,3,M58-FORK驅動軸心,M58-乘載板導條,0.5867,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205049.jpg,3,M58-FORK驅動軸心,M58-乘載板導條,0.5984,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416204950.jpg,3,M58-FORK驅動軸心,M58-Fork機身-1,0.5558,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205001.jpg,3,M58-FORK驅動軸心,M58-拖鏈封蓋,0.4065,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205009.jpg,3,M58-FORK驅動軸心,M58-FORK驅動軸心,0.7891,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205010.jpg,3,M58-FORK驅動軸心,M58-拖鏈封蓋,0.8939,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-FORK驅動軸心/20240416205013.jpg,3,M58-FORK驅動軸心,M58-拖鏈封蓋,0.7913,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104507.jpg,4,M58-Fork機身-1,M58-封板支撐柱,0.8588,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104508.jpg,4,M58-Fork機身-1,M58-Fork機身-1,0.4934,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104510.jpg,4,M58-Fork機身-1,M58-Fork機身-1,0.5519,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104511.jpg,4,M58-Fork機身-1,M58-Fork機身-1,0.7887,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104523.jpg,4,M58-Fork機身-1,M58-煞車電阻盤,0.6103,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104526.jpg,4,M58-Fork機身-1,M58-煞車電阻盤,0.6867,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104535.jpg,4,M58-Fork機身-1,M58-煞車電阻盤,0.4885,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104538.jpg,4,M58-Fork機身-1,M58-煞車電阻盤,0.6655,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104548.jpg,4,M58-Fork機身-1,M58-煞車電阻盤,0.9738,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104555.jpg,4,M58-Fork機身-1,M58-煞車電阻盤,0.7838,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104606.jpg,4,M58-Fork機身-1,M58-皮帶支撐片,0.9866,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104710.jpg,4,M58-Fork機身-1,M58-下方護蓋1(從動側),0.1794,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104704.jpg,4,M58-Fork機身-1,M58-下方護蓋1(從動側),0.2571,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104656.jpg,4,M58-Fork機身-1,M58-Fork機身-2,0.6822,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104655.jpg,4,M58-Fork機身-1,M58-下方護蓋1(從動側),0.3660,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104654.jpg,4,M58-Fork機身-1,M58-Fork機身-2,0.6156,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104653.jpg,4,M58-Fork機身-1,M58-Fork機身-2,0.8186,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104650.jpg,4,M58-Fork機身-1,M58-下方護蓋1(從動側),0.1844,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104646.jpg,4,M58-Fork機身-1,M58-封板支撐柱,0.2638,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104645.jpg,4,M58-Fork機身-1,M58-封板支撐柱,0.3223,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104638.jpg,4,M58-Fork機身-1,M58-下封板,0.3245,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104629.jpg,4,M58-Fork機身-1,M58-下封板,0.6179,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104626.jpg,4,M58-Fork機身-1,M58-下封板,0.7873,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104619.jpg,4,M58-Fork機身-1,M58-電池固定架2,0.3723,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104618.jpg,4,M58-Fork機身-1,M58-皮帶支撐片,0.2745,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104616.jpg,4,M58-Fork機身-1,M58-電池固定架2,0.2843,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-1/20240417104608.jpg,4,M58-Fork機身-1,M58-皮帶支撐片,0.9865,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195247.jpg,5,M58-Fork機身-2,M58-下方護蓋1(從動側),0.3311,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195245.jpg,5,M58-Fork機身-2,M58-下方護蓋1(從動側),0.7250,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195241.jpg,5,M58-Fork機身-2,M58-Fork機身-2,0.6998,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195233.jpg,5,M58-Fork機身-2,M58-Fork機身-2,0.6619,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195226.jpg,5,M58-Fork機身-2,M58-下封板,0.4510,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195224.jpg,5,M58-Fork機身-2,M58-下方護蓋1(從動側),0.4734,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195223.jpg,5,M58-Fork機身-2,M58-下封板,0.6983,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195217.jpg,5,M58-Fork機身-2,M58-下方護蓋1(從動側),0.4111,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195215.jpg,5,M58-Fork機身-2,M58-下方護蓋1(從動側),0.7291,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195214.jpg,5,M58-Fork機身-2,M58-毛刷連接板,0.4795,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195204.jpg,5,M58-Fork機身-2,M58-煞車電阻盤,0.9924,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195203.jpg,5,M58-Fork機身-2,M58-煞車電阻盤,0.9342,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195202.jpg,5,M58-Fork機身-2,M58-煞車電阻盤,0.7434,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195201.jpg,5,M58-Fork機身-2,M58-煞車電阻盤,0.7324,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195154.jpg,5,M58-Fork機身-2,M58-Fork機身-2,0.4731,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195152.jpg,5,M58-Fork機身-2,M58-煞車電阻盤,0.3897,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195356.jpg,5,M58-Fork機身-2,M58-皮帶支撐片,0.8290,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195342.jpg,5,M58-Fork機身-2,M58-皮帶支撐片,0.8170,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195340.jpg,5,M58-Fork機身-2,M58-皮帶支撐片,0.8932,False
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195333.jpg,5,M58-Fork機身-2,M58-Fork機身-2,0.9728,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195332.jpg,5,M58-Fork機身-2,M58-Fork機身-2,0.9665,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195327.jpg,5,M58-Fork機身-2,M58-Fork機身-2,0.9020,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195326.jpg,5,M58-Fork機身-2,M58-Fork機身-2,0.9444,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195317.jpg,5,M58-Fork機身-2,M58-Fork機身-2,0.6356,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195312.jpg,5,M58-Fork機身-2,M58-Fork機身-2,0.4715,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195309.jpg,5,M58-Fork機身-2,M58-Fork機身-2,0.9596,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195308.jpg,5,M58-Fork機身-2,M58-Fork機身-2,0.8689,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195303.jpg,5,M58-Fork機身-2,M58-Fork機身-2,0.9826,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195302.jpg,5,M58-Fork機身-2,M58-Fork機身-2,0.9681,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195254.jpg,5,M58-Fork機身-2,M58-Fork機身-2,0.7561,True
/mnt/backups/andycw/M58/Real_all_nobg/M58-Fork機身-2/20240416195253.jpg,5,M58-Fork機身-2,M58-Fork機身-2,0.9319,True
